Evaluation of  -> /workspace/project/GitHub/newScripts/IntraEvaluation/SupCon_results/Conformer_SupCon_temp_0.1/last.ckpt
Subject 2 with 1 chars retraining
[28.81, 40.68, 54.24, 69.49, 81.36, 86.44, 79.66, 83.05, 86.44, 89.83, 86.44, 91.53, 94.92, 94.92, 93.22]
[18.64, 27.12, 45.76, 47.46, 61.02, 72.88, 76.27, 79.66, 88.14, 83.05, 84.75, 89.83, 88.14, 91.53, 89.83]
[15.25, 28.81, 30.51, 42.37, 54.24, 64.41, 66.1, 72.88, 71.19, 79.66, 84.75, 88.14, 88.14, 89.83, 86.44]
[32.2, 42.37, 54.24, 74.58, 84.75, 86.44, 91.53, 96.61, 94.92, 93.22, 94.92, 96.61, 96.61, 98.31, 96.61]
[6.78, 1.69, 8.47, 8.47, 8.47, 6.78, 10.17, 11.86, 10.17, 6.78, 8.47, 5.08, 8.47, 10.17, 8.47]
[25.42, 38.98, 44.07, 49.15, 55.93, 71.19, 74.58, 79.66, 76.27, 76.27, 84.75, 89.83, 86.44, 86.44, 86.44]
[23.73, 33.9, 42.37, 49.15, 64.41, 77.97, 77.97, 74.58, 76.27, 83.05, 88.14, 89.83, 89.83, 93.22, 93.22]
[18.64, 38.98, 49.15, 57.63, 74.58, 77.97, 81.36, 83.05, 86.44, 84.75, 89.83, 89.83, 91.53, 94.92, 93.22]
[35.59, 50.85, 55.93, 64.41, 72.88, 76.27, 83.05, 79.66, 84.75, 83.05, 86.44, 91.53, 89.83, 91.53, 88.14]
[11.86, 32.2, 35.59, 47.46, 66.1, 66.1, 71.19, 77.97, 71.19, 76.27, 83.05, 83.05, 83.05, 88.14, 89.83]
[22.03, 30.51, 45.76, 55.93, 61.02, 67.8, 67.8, 74.58, 81.36, 77.97, 86.44, 86.44, 83.05, 93.22, 91.53]
[11.86, 23.73, 38.98, 49.15, 55.93, 64.41, 67.8, 83.05, 83.05, 83.05, 83.05, 88.14, 84.75, 83.05, 86.44]
[8.47, 28.81, 42.37, 54.24, 62.71, 66.1, 77.97, 79.66, 83.05, 79.66, 86.44, 91.53, 93.22, 91.53, 93.22]
[20.34, 25.42, 47.46, 45.76, 50.85, 57.63, 66.1, 64.41, 64.41, 67.8, 69.49, 81.36, 83.05, 83.05, 81.36]
[13.56, 25.42, 33.9, 35.59, 61.02, 69.49, 64.41, 74.58, 79.66, 79.66, 83.05, 84.75, 88.14, 89.83, 88.14]
[33.9, 54.24, 54.24, 64.41, 71.19, 74.58, 74.58, 77.97, 84.75, 83.05, 89.83, 86.44, 86.44, 88.14, 89.83]
[20.34, 37.29, 47.46, 57.63, 71.19, 79.66, 76.27, 74.58, 77.97, 86.44, 86.44, 89.83, 88.14, 93.22, 93.22]
[13.56, 32.2, 38.98, 42.37, 57.63, 61.02, 57.63, 69.49, 74.58, 76.27, 79.66, 79.66, 86.44, 83.05, 84.75]
[27.12, 38.98, 50.85, 67.8, 76.27, 77.97, 79.66, 83.05, 86.44, 89.83, 93.22, 94.92, 98.31, 96.61, 100.0]
[11.86, 28.81, 38.98, 49.15, 64.41, 69.49, 66.1, 71.19, 72.88, 79.66, 84.75, 81.36, 86.44, 84.75, 89.83]
[13.56, 22.03, 25.42, 33.9, 37.29, 49.15, 61.02, 69.49, 67.8, 74.58, 79.66, 84.75, 91.53, 88.14, 89.83]
