Evaluation of  -> /workspace/project/GitHub/newScripts/IntraEvaluation/SupCon_results/EEGNet_SupCon_temp_0.1/last.ckpt
Subject 2 with 1 chars retraining
[32.2, 35.59, 59.32, 71.19, 76.27, 79.66, 83.05, 84.75, 86.44, 88.14, 94.92, 94.92, 96.61, 100.0, 100.0]
[20.34, 47.46, 47.46, 66.1, 72.88, 86.44, 88.14, 91.53, 91.53, 96.61, 96.61, 98.31, 100.0, 100.0, 100.0]
[10.17, 28.81, 27.12, 37.29, 44.07, 55.93, 66.1, 67.8, 71.19, 77.97, 83.05, 91.53, 91.53, 94.92, 94.92]
[18.64, 37.29, 33.9, 44.07, 50.85, 62.71, 74.58, 69.49, 69.49, 77.97, 83.05, 88.14, 89.83, 91.53, 93.22]
[23.73, 45.76, 49.15, 66.1, 72.88, 77.97, 83.05, 86.44, 94.92, 94.92, 94.92, 93.22, 100.0, 100.0, 98.31]
[27.12, 47.46, 45.76, 67.8, 67.8, 86.44, 84.75, 86.44, 88.14, 89.83, 91.53, 96.61, 94.92, 98.31, 96.61]
[25.42, 32.2, 40.68, 52.54, 67.8, 72.88, 79.66, 86.44, 88.14, 84.75, 89.83, 93.22, 91.53, 93.22, 94.92]
[27.12, 40.68, 54.24, 66.1, 76.27, 81.36, 88.14, 86.44, 86.44, 88.14, 94.92, 98.31, 98.31, 100.0, 100.0]
[5.08, 11.86, 10.17, 13.56, 20.34, 25.42, 35.59, 44.07, 32.2, 38.98, 44.07, 47.46, 49.15, 50.85, 54.24]
[16.95, 32.2, 40.68, 54.24, 57.63, 62.71, 74.58, 76.27, 76.27, 74.58, 81.36, 86.44, 88.14, 86.44, 94.92]
[16.95, 20.34, 38.98, 54.24, 66.1, 74.58, 79.66, 83.05, 84.75, 84.75, 86.44, 93.22, 93.22, 96.61, 96.61]
[18.64, 30.51, 44.07, 57.63, 69.49, 79.66, 84.75, 86.44, 84.75, 88.14, 93.22, 94.92, 91.53, 94.92, 93.22]
[16.95, 22.03, 27.12, 40.68, 49.15, 67.8, 61.02, 59.32, 64.41, 64.41, 67.8, 67.8, 67.8, 71.19, 76.27]
[20.34, 38.98, 49.15, 54.24, 72.88, 83.05, 84.75, 88.14, 89.83, 93.22, 89.83, 94.92, 96.61, 94.92, 96.61]
[23.73, 52.54, 54.24, 55.93, 66.1, 76.27, 79.66, 84.75, 86.44, 89.83, 96.61, 96.61, 98.31, 98.31, 100.0]
[10.17, 18.64, 27.12, 33.9, 45.76, 52.54, 50.85, 66.1, 69.49, 69.49, 71.19, 67.8, 67.8, 67.8, 76.27]
[22.03, 28.81, 47.46, 54.24, 57.63, 69.49, 74.58, 74.58, 76.27, 84.75, 91.53, 93.22, 91.53, 96.61, 98.31]
[16.95, 37.29, 42.37, 42.37, 55.93, 54.24, 62.71, 69.49, 76.27, 79.66, 88.14, 86.44, 88.14, 89.83, 89.83]
[18.64, 33.9, 35.59, 61.02, 72.88, 79.66, 79.66, 83.05, 89.83, 91.53, 93.22, 93.22, 96.61, 94.92, 100.0]
[33.9, 49.15, 57.63, 72.88, 79.66, 84.75, 84.75, 91.53, 93.22, 91.53, 94.92, 94.92, 96.61, 98.31, 98.31]
[16.95, 25.42, 25.42, 49.15, 55.93, 57.63, 69.49, 74.58, 74.58, 77.97, 79.66, 88.14, 88.14, 86.44, 94.92]
[22.03, 30.51, 32.2, 45.76, 49.15, 57.63, 61.02, 74.58, 81.36, 83.05, 83.05, 91.53, 93.22, 96.61, 96.61]
[27.12, 38.98, 50.85, 69.49, 77.97, 88.14, 91.53, 91.53, 93.22, 96.61, 96.61, 100.0, 96.61, 98.31, 98.31]
[18.64, 28.81, 42.37, 50.85, 61.02, 74.58, 76.27, 83.05, 83.05, 88.14, 91.53, 89.83, 93.22, 93.22, 96.61]
[20.34, 30.51, 37.29, 42.37, 42.37, 55.93, 66.1, 66.1, 76.27, 81.36, 86.44, 88.14, 86.44, 84.75, 86.44]
[18.64, 32.2, 35.59, 49.15, 61.02, 57.63, 62.71, 67.8, 71.19, 74.58, 83.05, 77.97, 81.36, 81.36, 84.75]
[22.03, 28.81, 30.51, 44.07, 54.24, 57.63, 59.32, 66.1, 66.1, 64.41, 71.19, 74.58, 76.27, 77.97, 77.97]
[25.42, 38.98, 52.54, 57.63, 69.49, 81.36, 88.14, 88.14, 84.75, 88.14, 94.92, 93.22, 94.92, 93.22, 98.31]
[25.42, 42.37, 49.15, 54.24, 64.41, 74.58, 84.75, 88.14, 88.14, 91.53, 96.61, 98.31, 98.31, 98.31, 98.31]
[16.95, 35.59, 37.29, 50.85, 66.1, 69.49, 69.49, 77.97, 83.05, 81.36, 86.44, 88.14, 91.53, 93.22, 94.92]
[8.47, 13.56, 33.9, 42.37, 47.46, 62.71, 74.58, 71.19, 74.58, 81.36, 79.66, 81.36, 83.05, 86.44, 93.22]
[16.95, 23.73, 25.42, 47.46, 54.24, 67.8, 69.49, 71.19, 74.58, 76.27, 81.36, 84.75, 84.75, 86.44, 88.14]
[20.34, 38.98, 55.93, 64.41, 76.27, 81.36, 94.92, 91.53, 89.83, 96.61, 98.31, 98.31, 98.31, 98.31, 98.31]
[11.86, 27.12, 35.59, 47.46, 59.32, 61.02, 69.49, 72.88, 76.27, 71.19, 77.97, 83.05, 83.05, 84.75, 89.83]
[28.81, 37.29, 52.54, 54.24, 62.71, 81.36, 88.14, 93.22, 98.31, 96.61, 96.61, 98.31, 100.0, 98.31, 100.0]
[8.47, 22.03, 25.42, 38.98, 40.68, 49.15, 57.63, 64.41, 62.71, 69.49, 72.88, 77.97, 83.05, 88.14, 91.53]
[15.25, 32.2, 30.51, 45.76, 52.54, 54.24, 64.41, 69.49, 74.58, 79.66, 83.05, 84.75, 89.83, 93.22, 94.92]
[18.64, 30.51, 37.29, 38.98, 71.19, 66.1, 67.8, 74.58, 81.36, 84.75, 88.14, 91.53, 96.61, 96.61, 98.31]
[27.12, 27.12, 37.29, 42.37, 55.93, 67.8, 76.27, 84.75, 86.44, 88.14, 89.83, 89.83, 89.83, 93.22, 93.22]
[22.03, 44.07, 49.15, 61.02, 74.58, 74.58, 77.97, 81.36, 88.14, 89.83, 91.53, 94.92, 96.61, 96.61, 94.92]
[18.64, 32.2, 38.98, 47.46, 55.93, 72.88, 74.58, 79.66, 84.75, 86.44, 89.83, 89.83, 89.83, 89.83, 89.83]
[37.29, 47.46, 54.24, 69.49, 72.88, 83.05, 76.27, 84.75, 88.14, 86.44, 88.14, 93.22, 94.92, 96.61, 98.31]
[18.64, 32.2, 35.59, 37.29, 40.68, 57.63, 71.19, 74.58, 81.36, 86.44, 91.53, 91.53, 88.14, 91.53, 89.83]
[18.64, 25.42, 30.51, 40.68, 49.15, 61.02, 71.19, 71.19, 72.88, 72.88, 86.44, 83.05, 84.75, 83.05, 86.44]
[16.95, 20.34, 37.29, 44.07, 47.46, 55.93, 61.02, 67.8, 77.97, 79.66, 81.36, 83.05, 86.44, 88.14, 89.83]
[13.56, 28.81, 33.9, 45.76, 57.63, 61.02, 55.93, 67.8, 67.8, 71.19, 71.19, 84.75, 77.97, 81.36, 84.75]
[18.64, 47.46, 54.24, 64.41, 62.71, 84.75, 83.05, 81.36, 89.83, 91.53, 91.53, 93.22, 93.22, 94.92, 94.92]
[13.56, 27.12, 28.81, 44.07, 44.07, 55.93, 64.41, 69.49, 74.58, 69.49, 77.97, 77.97, 77.97, 79.66, 79.66]
[22.03, 45.76, 49.15, 67.8, 74.58, 86.44, 93.22, 96.61, 96.61, 94.92, 94.92, 94.92, 94.92, 96.61, 96.61]
[15.25, 28.81, 44.07, 57.63, 59.32, 61.02, 71.19, 76.27, 77.97, 76.27, 77.97, 83.05, 79.66, 77.97, 81.36]
Subject 8 with 1 chars retraining
[16.95, 16.95, 23.73, 22.03, 25.42, 44.07, 44.07, 47.46, 50.85, 54.24, 54.24, 50.85, 57.63, 54.24, 59.32]
[5.08, 6.78, 5.08, 6.78, 10.17, 8.47, 15.25, 10.17, 20.34, 18.64, 22.03, 20.34, 20.34, 25.42, 23.73]
[5.08, 5.08, 11.86, 8.47, 6.78, 5.08, 8.47, 10.17, 10.17, 6.78, 8.47, 18.64, 13.56, 16.95, 15.25]
[6.78, 5.08, 8.47, 0.0, 1.69, 0.0, 3.39, 3.39, 3.39, 5.08, 3.39, 5.08, 5.08, 5.08, 5.08]
[11.86, 16.95, 22.03, 18.64, 25.42, 28.81, 33.9, 33.9, 38.98, 37.29, 28.81, 27.12, 35.59, 35.59, 33.9]
[10.17, 13.56, 27.12, 28.81, 30.51, 40.68, 38.98, 45.76, 47.46, 47.46, 50.85, 55.93, 50.85, 50.85, 52.54]
[6.78, 16.95, 23.73, 22.03, 28.81, 33.9, 32.2, 44.07, 35.59, 45.76, 50.85, 52.54, 54.24, 64.41, 62.71]
[10.17, 13.56, 20.34, 23.73, 23.73, 23.73, 27.12, 35.59, 35.59, 42.37, 45.76, 47.46, 45.76, 44.07, 44.07]
